Draw date,Last Day To Claim,Winning Numbers,Exact Order Prize ($0.50 bet),Exact Order CO Winners ($0.50 bet),Exact Order Prize ($1 bet),Exact Order CO Winners ($1 bet),Exact Order Prize ($2 bet),Exact Order CO Winners ($2 bet),Exact Order Prize ($5 bet),Exact Order CO Winners ($5 bet),Any Order Prize ($0.50 bet),Any Order CO Winners ($0.50 bet),Any Order Prize ($1 bet),Any Order CO Winners ($1 bet),Any Order Prize ($2 bet),Any Order CO Winners ($2 bet),Any Order Prize ($5 bet),Any Order CO Winners ($5 bet),Front Pair Prize ($0.50 bet),Front Pair CO Winners ($0.50 bet),Front Pair Prize ($1 bet),Front Pair CO Winners ($1 bet),Front Pair Prize ($2 bet),Front Pair CO Winners ($2 bet),Front Pair Prize ($5 bet),Front Pair CO Winners ($5 bet),Back Pair Prize ($0.50 bet),Back Pair CO Winners ($0.50 bet),Back Pair Prize ($1 bet),Back Pair CO Winners ($1 bet),Back Pair Prize ($2 bet),Back Pair CO Winners ($2 bet),Back Pair Prize ($5 bet),Back Pair CO Winners ($5 bet),Exact Order Prize (exact+any $1 bet),Exact Order CO Winners (exact+any $1 bet),Exact Order Prize (exact+any $2 bet),Exact Order CO Winners (exact+any $2 bet),Exact Order Prize (exact+any $5 bet),Exact Order CO Winners (exact+any $5 bet),Any Order Prize (exact+any $1 bet),Any Order CO Winners (exact+any $1 bet),Any Order Prize (exact+any $2 bet),Any Order CO Winners (exact+any $2 bet),Any Order Prize (exact+any $5 bet),Any Order CO Winners (exact+any $5 bet)
"Nov. 21, 2017: Midday",05/20/2018,1 - 6 - 4,$250,1,$500,0,"$1,000",0,"$2,500",0,$40,13,$80,25,$160,0,$400,0,$30,3,$60,3,$120,0,$300,0,$30,5,$60,2,$120,1,$300,0,$290,1,$580,0,"$1,450",1,$40,29,$80,6,$200,0
"Nov. 20, 2017: Evening",05/19/2018,1 - 0 - 5,$250,4,$500,2,"$1,000",0,"$2,500",0,$40,18,$80,5,$160,2,$400,2,$30,2,$60,1,$120,0,$300,0,$30,3,$60,1,$120,2,$300,0,$290,3,$580,1,"$1,450",0,$40,29,$80,4,$200,0
"Nov. 20, 2017: Midday",05/19/2018,9 - 9 - 7,$250,1,$500,0,"$1,000",0,"$2,500",0,$80,4,$160,1,$320,0,$800,0,$30,3,$60,2,$120,0,$300,0,$30,0,$60,0,$120,0,$300,0,$330,1,$660,0,"$1,650",0,$80,2,$160,1,$400,0
"Nov. 19, 2017: Evening",05/18/2018,6 - 7 - 2,$250,2,$500,1,"$1,000",0,"$2,500",0,$40,8,$80,3,$160,2,$400,1,$30,5,$60,1,$120,0,$300,0,$30,0,$60,0,$120,0,$300,0,$290,3,$580,0,"$1,450",0,$40,25,$80,1,$200,0
"Nov. 19, 2017: Midday",05/18/2018,8 - 3 - 3,$250,1,$500,0,"$1,000",0,"$2,500",0,$80,7,$160,1,$320,0,$800,0,$30,3,$60,1,$120,1,$300,0,$30,3,$60,1,$120,2,$300,1,$330,2,$660,1,"$1,650",0,$80,6,$160,1,$400,1
"Nov. 18, 2017: Midday",05/17/2018,1 - 2 - 8,$250,1,$500,3,"$1,000",0,"$2,500",0,$40,10,$80,11,$160,0,$400,3,$30,12,$60,1,$120,1,$300,0,$30,4,$60,1,$120,0,$300,0,$290,10,$580,0,"$1,450",0,$40,19,$80,4,$200,1
"Nov. 18, 2017: Evening",05/17/2018,7 - 4 - 9,$250,0,$500,1,"$1,000",0,"$2,500",0,$40,2,$80,12,$160,2,$400,0,$30,2,$60,3,$120,1,$300,0,$30,3,$60,3,$120,2,$300,0,$290,6,$580,2,"$1,450",0,$40,29,$80,2,$200,0
"Nov. 17, 2017: Midday",05/16/2018,0 - 5 - 1,$250,6,$500,2,"$1,000",0,"$2,500",1,$40,6,$80,5,$160,0,$400,0,$30,0,$60,4,$120,1,$300,0,$30,2,$60,2,$120,0,$300,0,$290,1,$580,0,"$1,450",0,$40,22,$80,2,$200,0
"Nov. 17, 2017: Evening",05/16/2018,2 - 2 - 1,$250,1,$500,2,"$1,000",1,"$2,500",1,$80,10,$160,9,$320,5,$800,0,$30,2,$60,1,$120,1,$300,0,$30,4,$60,1,$120,3,$300,0,$330,10,$660,0,"$1,650",1,$80,23,$160,0,$400,2
"Nov. 16, 2017: Evening",05/15/2018,4 - 4 - 7,$250,0,$500,1,"$1,000",1,"$2,500",0,$80,7,$160,3,$320,0,$800,0,$30,1,$60,5,$120,3,$300,0,$30,2,$60,7,$120,1,$300,0,$330,14,$660,0,"$1,650",0,$80,39,$160,0,$400,0
"Nov. 16, 2017: Midday",05/15/2018,8 - 4 - 7,$250,1,$500,3,"$1,000",0,"$2,500",0,$40,7,$80,2,$160,1,$400,0,$30,1,$60,2,$120,2,$300,0,$30,0,$60,2,$120,1,$300,0,$290,4,$580,0,"$1,450",0,$40,9,$80,2,$200,4
"Nov. 15, 2017: Evening",05/14/2018,1 - 5 - 0,$250,0,$500,2,"$1,000",0,"$2,500",0,$40,11,$80,14,$160,1,$400,1,$30,3,$60,0,$120,1,$300,0,$30,0,$60,0,$120,0,$300,1,$290,3,$580,0,"$1,450",0,$40,33,$80,3,$200,0
"Nov. 15, 2017: Midday",05/14/2018,3 - 7 - 5,$250,1,$500,7,"$1,000",0,"$2,500",0,$40,16,$80,27,$160,1,$400,0,$30,3,$60,2,$120,1,$300,0,$30,0,$60,0,$120,0,$300,0,$290,10,$580,2,"$1,450",0,$40,33,$80,11,$200,1
"Nov. 14, 2017: Midday",05/13/2018,2 - 9 - 8,$250,1,$500,0,"$1,000",0,"$2,500",0,$40,4,$80,6,$160,1,$400,0,$30,1,$60,3,$120,2,$300,0,$30,2,$60,1,$120,2,$300,0,$290,4,$580,3,"$1,450",0,$40,20,$80,3,$200,0
"Nov. 14, 2017: Evening",05/13/2018,6 - 4 - 1,$250,1,$500,0,"$1,000",0,"$2,500",0,$40,16,$80,27,$160,0,$400,1,$30,2,$60,0,$120,2,$300,0,$30,2,$60,1,$120,2,$300,0,$290,5,$580,0,"$1,450",0,$40,41,$80,5,$200,2
"Nov. 13, 2017: Midday",05/12/2018,6 - 1 - 1,$250,2,$500,3,"$1,000",0,"$2,500",0,$80,7,$160,7,$320,3,$800,0,$30,1,$60,2,$120,0,$300,1,$30,5,$60,5,$120,2,$300,0,$330,8,$660,1,"$1,650",0,$80,8,$160,3,$400,0
"Nov. 13, 2017: Evening",05/12/2018,1 - 5 - 4,$250,1,$500,3,"$1,000",0,"$2,500",0,$40,12,$80,11,$160,1,$400,0,$30,3,$60,1,$120,0,$300,0,$30,2,$60,2,$120,0,$300,0,$290,3,$580,3,"$1,450",0,$40,29,$80,4,$200,1
"Nov. 12, 2017: Midday",05/11/2018,2 - 4 - 7,$250,2,$500,5,"$1,000",0,"$2,500",0,$40,15,$80,10,$160,1,$400,1,$30,1,$60,1,$120,1,$300,0,$30,2,$60,3,$120,1,$300,0,$290,17,$580,1,"$1,450",0,$40,11,$80,3,$200,0
"Nov. 12, 2017: Evening",05/11/2018,3 - 2 - 0,$250,2,$500,8,"$1,000",1,"$2,500",0,$40,12,$80,4,$160,1,$400,1,$30,3,$60,8,$120,2,$300,0,$30,4,$60,0,$120,0,$300,0,$290,5,$580,1,"$1,450",0,$40,8,$80,3,$200,2
"Nov. 11, 2017: Evening",05/10/2018,3 - 2 - 5,$250,4,$500,3,"$1,000",0,"$2,500",0,$40,16,$80,7,$160,2,$400,0,$30,3,$60,2,$120,1,$300,0,$30,6,$60,7,$120,5,$300,0,$290,16,$580,7,"$1,450",0,$40,33,$80,8,$200,1
"Nov. 11, 2017: Midday",05/10/2018,8 - 5 - 6,$250,0,$500,2,"$1,000",0,"$2,500",0,$40,2,$80,3,$160,0,$400,0,$30,0,$60,0,$120,1,$300,0,$30,3,$60,1,$120,0,$300,0,$290,3,$580,0,"$1,450",0,$40,13,$80,3,$200,1
"Nov. 10, 2017: Midday",05/09/2018,0 - 7 - 9,$250,1,$500,1,"$1,000",0,"$2,500",0,$40,7,$80,1,$160,2,$400,0,$30,0,$60,1,$120,1,$300,0,$30,5,$60,2,$120,3,$300,0,$290,3,$580,2,"$1,450",0,$40,9,$80,0,$200,0
"Nov. 10, 2017: Evening",05/09/2018,5 - 5 - 8,$250,1,$500,0,"$1,000",0,"$2,500",1,$80,2,$160,1,$320,2,$800,0,$30,3,$60,4,$120,1,$300,1,$30,2,$60,2,$120,0,$300,0,$330,10,$660,1,"$1,650",0,$80,5,$160,1,$400,0
"Nov. 9, 2017: Midday",05/08/2018,2 - 9 - 8,$250,1,$500,7,"$1,000",0,"$2,500",0,$40,9,$80,5,$160,1,$400,0,$30,0,$60,3,$120,1,$300,0,$30,1,$60,0,$120,0,$300,0,$290,12,$580,0,"$1,450",0,$40,17,$80,6,$200,0
"Nov. 9, 2017: Evening",05/08/2018,6 - 9 - 2,$250,1,$500,0,"$1,000",0,"$2,500",0,$40,8,$80,5,$160,0,$400,1,$30,0,$60,0,$120,2,$300,0,$30,0,$60,2,$120,1,$300,0,$290,6,$580,1,"$1,450",0,$40,25,$80,8,$200,1
"Nov. 8, 2017: Midday",05/07/2018,2 - 5 - 9,$250,4,$500,0,"$1,000",0,"$2,500",0,$40,12,$80,16,$160,3,$400,4,$30,0,$60,3,$120,4,$300,0,$30,2,$60,1,$120,1,$300,0,$290,7,$580,0,"$1,450",0,$40,27,$80,2,$200,0
"Nov. 8, 2017: Evening",05/07/2018,9 - 6 - 8,$250,0,$500,4,"$1,000",0,"$2,500",0,$40,8,$80,5,$160,0,$400,0,$30,1,$60,4,$120,0,$300,0,$30,2,$60,0,$120,0,$300,0,$290,4,$580,0,"$1,450",0,$40,14,$80,2,$200,1
"Nov. 7, 2017: Midday",05/06/2018,5 - 6 - 9,$250,2,$500,0,"$1,000",0,"$2,500",0,$40,5,$80,8,$160,0,$400,1,$30,3,$60,1,$120,0,$300,0,$30,0,$60,2,$120,0,$300,0,$290,2,$580,0,"$1,450",0,$40,15,$80,3,$200,1
"Nov. 7, 2017: Evening",05/06/2018,1 - 1 - 2,$250,2,$500,1,"$1,000",0,"$2,500",0,$80,7,$160,10,$320,1,$800,0,$30,6,$60,3,$120,3,$300,1,$30,3,$60,2,$120,0,$300,1,$330,10,$660,2,"$1,650",0,$80,23,$160,5,$400,0
"Nov. 6, 2017: Evening",05/05/2018,4 - 0 - 9,$250,3,$500,1,"$1,000",0,"$2,500",0,$40,20,$80,4,$160,2,$400,0,$30,1,$60,1,$120,1,$300,0,$30,0,$60,3,$120,0,$300,0,$290,3,$580,0,"$1,450",0,$40,28,$80,3,$200,0
"Nov. 6, 2017: Midday",05/05/2018,5 - 8 - 3,$250,3,$500,1,"$1,000",0,"$2,500",0,$40,11,$80,4,$160,1,$400,0,$30,2,$60,1,$120,1,$300,0,$30,2,$60,3,$120,0,$300,0,$290,6,$580,0,"$1,450",0,$40,38,$80,4,$200,0
"Nov. 5, 2017: Evening",05/04/2018,1 - 0 - 6,$250,2,$500,9,"$1,000",0,"$2,500",0,$40,3,$80,5,$160,1,$400,0,$30,4,$60,0,$120,0,$300,0,$30,1,$60,3,$120,2,$300,0,$290,11,$580,2,"$1,450",0,$40,13,$80,5,$200,1
"Nov. 5, 2017: Midday",05/04/2018,3 - 9 - 9,$250,0,$500,1,"$1,000",0,"$2,500",0,$80,5,$160,3,$320,1,$800,0,$30,3,$60,0,$120,2,$300,1,$30,2,$60,2,$120,1,$300,1,$330,2,$660,0,"$1,650",0,$80,5,$160,1,$400,0
"Nov. 4, 2017: Midday",05/03/2018,1 - 9 - 1,$250,6,$500,3,"$1,000",0,"$2,500",0,$80,5,$160,13,$320,1,$800,0,$30,7,$60,4,$120,0,$300,0,$30,0,$60,0,$120,0,$300,0,$330,10,$660,1,"$1,650",0,$80,28,$160,6,$400,1
"Nov. 4, 2017: Evening",05/03/2018,4 - 0 - 0,$250,0,$500,1,"$1,000",1,"$2,500",0,$80,4,$160,4,$320,1,$800,0,$30,2,$60,2,$120,2,$300,0,$30,2,$60,3,$120,8,$300,8,$330,11,$660,3,"$1,650",0,$80,15,$160,1,$400,0
"Nov. 3, 2017: Evening",05/02/2018,3 - 6 - 7,$250,2,$500,9,"$1,000",0,"$2,500",0,$40,10,$80,5,$160,0,$400,1,$30,4,$60,7,$120,1,$300,0,$30,5,$60,1,$120,5,$300,1,$290,4,$580,1,"$1,450",0,$40,13,$80,2,$200,0
"Nov. 3, 2017: Midday",05/02/2018,9 - 1 - 1,$250,3,$500,10,"$1,000",0,"$2,500",0,$80,8,$160,3,$320,0,$800,0,$30,3,$60,1,$120,0,$300,0,$30,6,$60,0,$120,1,$300,0,$330,22,$660,3,"$1,650",1,$80,16,$160,2,$400,0
"Nov. 2, 2017: Evening",05/01/2018,2 - 0 - 8,$250,0,$500,0,"$1,000",0,"$2,500",0,$40,5,$80,4,$160,1,$400,2,$30,2,$60,1,$120,1,$300,1,$30,1,$60,2,$120,1,$300,0,$290,4,$580,1,"$1,450",0,$40,17,$80,5,$200,0
"Nov. 2, 2017: Midday",05/01/2018,6 - 3 - 3,$250,0,$500,0,"$1,000",0,"$2,500",0,$80,4,$160,4,$320,1,$800,0,$30,1,$60,2,$120,1,$300,1,$30,4,$60,5,$120,4,$300,0,$330,1,$660,2,"$1,650",0,$80,8,$160,0,$400,0
"Nov. 1, 2017: Midday",04/30/2018,7 - 3 - 8,$250,2,$500,0,"$1,000",0,"$2,500",0,$40,8,$80,6,$160,1,$400,0,$30,4,$60,1,$120,1,$300,1,$30,1,$60,2,$120,1,$300,0,$290,3,$580,3,"$1,450",0,$40,13,$80,2,$200,0
"Nov. 1, 2017: Evening",04/30/2018,0 - 8 - 1,$250,1,$500,3,"$1,000",0,"$2,500",0,$40,8,$80,5,$160,1,$400,1,$30,0,$60,2,$120,1,$300,1,$30,1,$60,0,$120,1,$300,0,$290,2,$580,1,"$1,450",0,$40,20,$80,5,$200,0
"Oct. 31, 2017: Midday",04/29/2018,9 - 8 - 2,$250,1,$500,0,"$1,000",0,"$2,500",0,$40,4,$80,4,$160,0,$400,1,$30,0,$60,0,$120,0,$300,0,$30,1,$60,1,$120,1,$300,0,$290,1,$580,0,"$1,450",0,$40,16,$80,3,$200,0
"Oct. 31, 2017: Evening",04/29/2018,0 - 8 - 0,$250,0,$500,0,"$1,000",0,"$2,500",0,$80,7,$160,0,$320,0,$800,0,$30,0,$60,1,$120,2,$300,1,$30,1,$60,2,$120,1,$300,0,$330,6,$660,0,"$1,650",0,$80,15,$160,1,$400,0
"Oct. 30, 2017: Midday",04/28/2018,4 - 5 - 0,$250,1,$500,0,"$1,000",0,"$2,500",1,$40,3,$80,3,$160,0,$400,0,$30,0,$60,1,$120,0,$300,0,$30,1,$60,1,$120,1,$300,0,$290,1,$580,0,"$1,450",0,$40,10,$80,1,$200,0
"Oct. 30, 2017: Evening",04/28/2018,9 - 1 - 6,$250,0,$500,3,"$1,000",0,"$2,500",0,$40,9,$80,3,$160,1,$400,0,$30,3,$60,0,$120,0,$300,0,$30,2,$60,3,$120,0,$300,0,$290,4,$580,1,"$1,450",0,$40,11,$80,4,$200,0
"Oct. 29, 2017: Midday",04/27/2018,8 - 7 - 6,$250,0,$500,0,"$1,000",0,"$2,500",0,$40,16,$80,11,$160,0,$400,0,$30,0,$60,2,$120,0,$300,0,$30,0,$60,2,$120,0,$300,0,$290,4,$580,1,"$1,450",0,$40,37,$80,3,$200,0
"Oct. 29, 2017: Evening",04/27/2018,6 - 7 - 3,$250,0,$500,0,"$1,000",0,"$2,500",0,$40,8,$80,5,$160,1,$400,0,$30,4,$60,0,$120,4,$300,0,$30,2,$60,1,$120,0,$300,0,$290,2,$580,0,"$1,450",0,$40,13,$80,3,$200,0
"Oct. 28, 2017: Evening",04/26/2018,0 - 5 - 8,$250,0,$500,6,"$1,000",0,"$2,500",0,$40,13,$80,7,$160,2,$400,0,$30,1,$60,2,$120,2,$300,0,$30,3,$60,2,$120,1,$300,1,$290,4,$580,0,"$1,450",0,$40,21,$80,3,$200,0
"Oct. 28, 2017: Midday",04/26/2018,1 - 9 - 9,$250,0,$500,0,"$1,000",0,"$2,500",0,$80,2,$160,3,$320,1,$800,0,$30,4,$60,4,$120,3,$300,0,$30,1,$60,3,$120,0,$300,1,$330,2,$660,0,"$1,650",2,$80,14,$160,3,$400,0
"Oct. 27, 2017: Evening",04/25/2018,2 - 8 - 5,$250,0,$500,2,"$1,000",0,"$2,500",0,$40,35,$80,10,$160,2,$400,0,$30,0,$60,3,$120,1,$300,0,$30,2,$60,0,$120,0,$300,0,$290,0,$580,0,"$1,450",0,$40,53,$80,11,$200,2
"Oct. 27, 2017: Midday",04/25/2018,4 - 0 - 8,$250,2,$500,0,"$1,000",1,"$2,500",0,$40,7,$80,5,$160,1,$400,0,$30,0,$60,1,$120,0,$300,0,$30,0,$60,1,$120,1,$300,0,$290,6,$580,1,"$1,450",0,$40,13,$80,0,$200,1
"Oct. 26, 2017: Midday",04/24/2018,2 - 4 - 5,$250,2,$500,7,"$1,000",1,"$2,500",0,$40,10,$80,7,$160,1,$400,2,$30,2,$60,1,$120,1,$300,0,$30,0,$60,2,$120,0,$300,0,$290,2,$580,0,"$1,450",0,$40,22,$80,1,$200,0
"Oct. 26, 2017: Evening",04/24/2018,6 - 8 - 0,$250,1,$500,0,"$1,000",0,"$2,500",0,$40,7,$80,5,$160,0,$400,0,$30,0,$60,1,$120,1,$300,0,$30,0,$60,3,$120,0,$300,0,$290,3,$580,0,"$1,450",0,$40,10,$80,4,$200,1
"Oct. 25, 2017: Evening",04/23/2018,2 - 9 - 9,$250,1,$500,7,"$1,000",1,"$2,500",0,$80,6,$160,2,$320,2,$800,0,$30,0,$60,1,$120,0,$300,0,$30,0,$60,2,$120,1,$300,0,$330,2,$660,2,"$1,650",0,$80,14,$160,1,$400,0
"Oct. 25, 2017: Midday",04/23/2018,0 - 0 - 2,$250,0,$500,1,"$1,000",0,"$2,500",0,$80,6,$160,2,$320,1,$800,0,$30,5,$60,1,$120,4,$300,2,$30,1,$60,3,$120,0,$300,0,$330,2,$660,0,"$1,650",0,$80,4,$160,2,$400,1
"Oct. 24, 2017: Midday",04/22/2018,7 - 0 - 7,$250,4,$500,5,"$1,000",0,"$2,500",0,$80,8,$160,3,$320,2,$800,0,$30,2,$60,1,$120,0,$300,1,$30,1,$60,1,$120,2,$300,0,$330,25,$660,1,"$1,650",0,$80,18,$160,0,$400,1
"Oct. 24, 2017: Evening",04/22/2018,9 - 6 - 2,$250,1,$500,4,"$1,000",0,"$2,500",0,$40,8,$80,7,$160,0,$400,1,$30,2,$60,6,$120,0,$300,0,$30,0,$60,6,$120,0,$300,0,$290,5,$580,1,"$1,450",0,$40,21,$80,4,$200,0
"Oct. 23, 2017: Evening",04/21/2018,7 - 7 - 7,$250,14,$500,114,"$1,000",2,"$2,500",2,$80,0,$160,0,$320,0,$800,0,$30,4,$60,9,$120,0,$300,0,$30,6,$60,4,$120,2,$300,0,$330,0,$660,0,"$1,650",0,$80,0,$160,0,$400,0
"Oct. 23, 2017: Midday",04/21/2018,4 - 1 - 2,$250,2,$500,7,"$1,000",0,"$2,500",0,$40,13,$80,5,$160,2,$400,1,$30,4,$60,2,$120,2,$300,0,$30,1,$60,1,$120,0,$300,0,$290,5,$580,0,"$1,450",0,$40,56,$80,4,$200,0
"Oct. 22, 2017: Midday",04/20/2018,4 - 0 - 6,$250,2,$500,0,"$1,000",0,"$2,500",0,$40,2,$80,3,$160,0,$400,0,$30,0,$60,0,$120,0,$300,0,$30,1,$60,1,$120,1,$300,0,$290,1,$580,0,"$1,450",0,$40,13,$80,2,$200,2
"Oct. 22, 2017: Evening",04/20/2018,9 - 5 - 2,$250,0,$500,0,"$1,000",0,"$2,500",1,$40,7,$80,8,$160,0,$400,1,$30,1,$60,0,$120,0,$300,3,$30,4,$60,3,$120,1,$300,0,$290,3,$580,0,"$1,450",0,$40,31,$80,1,$200,0
"Oct. 21, 2017: Midday",04/19/2018,6 - 0 - 9,$250,0,$500,0,"$1,000",0,"$2,500",0,$40,6,$80,2,$160,0,$400,0,$30,2,$60,1,$120,1,$300,1,$30,0,$60,2,$120,0,$300,0,$290,1,$580,0,"$1,450",0,$40,21,$80,0,$200,0
"Oct. 21, 2017: Evening",04/19/2018,2 - 6 - 7,$250,0,$500,1,"$1,000",1,"$2,500",0,$40,10,$80,11,$160,0,$400,0,$30,3,$60,2,$120,1,$300,1,$30,4,$60,0,$120,3,$300,0,$290,16,$580,1,"$1,450",0,$40,37,$80,1,$200,0
"Oct. 20, 2017: Midday",04/18/2018,3 - 7 - 0,$250,1,$500,10,"$1,000",0,"$2,500",0,$40,4,$80,1,$160,2,$400,1,$30,3,$60,2,$120,0,$300,0,$30,3,$60,0,$120,0,$300,0,$290,3,$580,0,"$1,450",0,$40,12,$80,3,$200,2
"Oct. 20, 2017: Evening",04/18/2018,2 - 9 - 5,$250,1,$500,1,"$1,000",0,"$2,500",0,$40,16,$80,14,$160,1,$400,1,$30,1,$60,2,$120,0,$300,0,$30,0,$60,3,$120,1,$300,0,$290,4,$580,0,"$1,450",0,$40,30,$80,1,$200,0
"Oct. 19, 2017: Midday",04/17/2018,5 - 8 - 7,$250,1,$500,5,"$1,000",0,"$2,500",0,$40,9,$80,8,$160,1,$400,0,$30,2,$60,2,$120,2,$300,0,$30,0,$60,1,$120,0,$300,0,$290,9,$580,0,"$1,450",0,$40,11,$80,1,$200,2
"Oct. 19, 2017: Evening",04/17/2018,5 - 5 - 7,$250,1,$500,9,"$1,000",0,"$2,500",2,$80,13,$160,1,$320,0,$800,0,$30,2,$60,1,$120,2,$300,2,$30,0,$60,4,$120,0,$300,0,$330,6,$660,1,"$1,650",0,$80,13,$160,0,$400,0
"Oct. 18, 2017: Evening",04/16/2018,3 - 8 - 6,$250,1,$500,1,"$1,000",0,"$2,500",0,$40,14,$80,28,$160,4,$400,0,$30,2,$60,5,$120,2,$300,0,$30,1,$60,1,$120,0,$300,0,$290,5,$580,0,"$1,450",0,$40,21,$80,3,$200,2
"Oct. 18, 2017: Midday",04/16/2018,5 - 1 - 7,$250,4,$500,3,"$1,000",0,"$2,500",0,$40,6,$80,16,$160,1,$400,1,$30,1,$60,1,$120,0,$300,0,$30,4,$60,3,$120,0,$300,0,$290,9,$580,1,"$1,450",0,$40,20,$80,1,$200,0
"Oct. 17, 2017: Evening",04/15/2018,6 - 2 - 7,$250,2,$500,3,"$1,000",0,"$2,500",0,$40,14,$80,8,$160,0,$400,0,$30,1,$60,2,$120,1,$300,0,$30,2,$60,2,$120,1,$300,0,$290,6,$580,4,"$1,450",1,$40,24,$80,3,$200,1
"Oct. 17, 2017: Midday",04/15/2018,2 - 4 - 9,$250,1,$500,0,"$1,000",0,"$2,500",0,$40,7,$80,9,$160,1,$400,1,$30,1,$60,1,$120,0,$300,0,$30,0,$60,1,$120,0,$300,0,$290,5,$580,0,"$1,450",0,$40,15,$80,2,$200,0
"Oct. 16, 2017: Evening",04/14/2018,5 - 0 - 5,$250,4,$500,8,"$1,000",0,"$2,500",0,$80,5,$160,5,$320,1,$800,0,$30,1,$60,0,$120,1,$300,0,$30,2,$60,1,$120,1,$300,0,$330,2,$660,1,"$1,650",0,$80,12,$160,0,$400,0
"Oct. 16, 2017: Midday",04/14/2018,6 - 7 - 8,$250,6,$500,5,"$1,000",0,"$2,500",0,$40,19,$80,10,$160,0,$400,2,$30,6,$60,4,$120,1,$300,0,$30,1,$60,0,$120,0,$300,0,$290,19,$580,5,"$1,450",0,$40,26,$80,2,$200,0
"Oct. 15, 2017: Midday",04/13/2018,5 - 4 - 4,$250,0,$500,1,"$1,000",1,"$2,500",0,$80,1,$160,2,$320,1,$800,0,$30,1,$60,2,$120,2,$300,0,$30,2,$60,1,$120,4,$300,0,$330,0,$660,0,"$1,650",0,$80,1,$160,0,$400,1
"Oct. 15, 2017: Evening",04/13/2018,6 - 7 - 7,$250,0,$500,3,"$1,000",0,"$2,500",0,$80,6,$160,4,$320,0,$800,0,$30,3,$60,4,$120,1,$300,0,$30,6,$60,2,$120,2,$300,2,$330,4,$660,0,"$1,650",0,$80,5,$160,0,$400,0
"Oct. 14, 2017: Midday",04/12/2018,5 - 5 - 0,$250,2,$500,1,"$1,000",0,"$2,500",0,$80,2,$160,0,$320,6,$800,4,$30,4,$60,4,$120,0,$300,2,$30,1,$60,1,$120,0,$300,0,$330,3,$660,0,"$1,650",0,$80,12,$160,2,$400,1
"Oct. 14, 2017: Evening",04/12/2018,9 - 2 - 5,$250,3,$500,4,"$1,000",0,"$2,500",0,$40,12,$80,13,$160,2,$400,1,$30,1,$60,1,$120,0,$300,0,$30,2,$60,4,$120,5,$300,0,$290,8,$580,1,"$1,450",0,$40,24,$80,2,$200,1
"Oct. 13, 2017: Midday",04/11/2018,4 - 1 - 6,$250,4,$500,5,"$1,000",0,"$2,500",0,$40,13,$80,20,$160,0,$400,1,$30,2,$60,1,$120,1,$300,0,$30,1,$60,3,$120,0,$300,0,$290,4,$580,0,"$1,450",0,$40,30,$80,8,$200,1
"Oct. 13, 2017: Evening",04/11/2018,4 - 0 - 5,$250,0,$500,2,"$1,000",0,"$2,500",0,$40,5,$80,9,$160,2,$400,0,$30,2,$60,2,$120,0,$300,0,$30,3,$60,1,$120,0,$300,0,$290,4,$580,2,"$1,450",0,$40,21,$80,2,$200,0
"Oct. 12, 2017: Midday",04/10/2018,9 - 2 - 5,$250,0,$500,0,"$1,000",0,"$2,500",0,$40,12,$80,7,$160,1,$400,0,$30,1,$60,4,$120,0,$300,0,$30,1,$60,2,$120,3,$300,0,$290,7,$580,1,"$1,450",0,$40,15,$80,2,$200,0
"Oct. 12, 2017: Evening",04/10/2018,0 - 5 - 2,$250,1,$500,1,"$1,000",0,"$2,500",0,$40,8,$80,13,$160,2,$400,0,$30,2,$60,1,$120,0,$300,0,$30,3,$60,3,$120,3,$300,0,$290,1,$580,0,"$1,450",0,$40,28,$80,2,$200,0
"Oct. 11, 2017: Evening",04/09/2018,3 - 2 - 2,$250,3,$500,9,"$1,000",0,"$2,500",0,$80,11,$160,7,$320,1,$800,0,$30,4,$60,0,$120,4,$300,0,$30,3,$60,3,$120,4,$300,0,$330,7,$660,2,"$1,650",0,$80,14,$160,0,$400,1
"Oct. 11, 2017: Midday",04/09/2018,9 - 4 - 2,$250,1,$500,1,"$1,000",0,"$2,500",0,$40,8,$80,8,$160,0,$400,0,$30,2,$60,0,$120,0,$300,0,$30,1,$60,1,$120,0,$300,0,$290,4,$580,0,"$1,450",0,$40,18,$80,5,$200,0
"Oct. 10, 2017: Midday",04/08/2018,8 - 3 - 1,$250,3,$500,0,"$1,000",0,"$2,500",0,$40,27,$80,6,$160,2,$400,1,$30,1,$60,0,$120,0,$300,0,$30,5,$60,1,$120,0,$300,0,$290,6,$580,0,"$1,450",0,$40,19,$80,6,$200,0
"Oct. 10, 2017: Evening",04/08/2018,2 - 8 - 6,$250,2,$500,0,"$1,000",0,"$2,500",0,$40,9,$80,8,$160,4,$400,1,$30,2,$60,1,$120,3,$300,1,$30,0,$60,2,$120,1,$300,0,$290,3,$580,0,"$1,450",0,$40,31,$80,8,$200,3
"Oct. 9, 2017: Evening",04/07/2018,6 - 0 - 5,$250,1,$500,1,"$1,000",0,"$2,500",0,$40,3,$80,5,$160,2,$400,0,$30,1,$60,1,$120,0,$300,0,$30,3,$60,2,$120,0,$300,0,$290,3,$580,2,"$1,450",0,$40,10,$80,2,$200,1
